Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
5377,Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.21,0.13,0.0,0.04,0.38
5378,The Dog Island,Wii,2008,Adventure,Ubisoft,0.34,0.01,0.0,0.03,0.38
5379,Mobile Suit Gundam: Extreme Vs,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
5380,Tiger Woods PGA Tour 08,PSP,2007,Sports,Electronic Arts,0.14,0.15,0.0,0.09,0.38
5381,Moto Racer World Tour,PS,2000,Racing,Infogrames,0.21,0.14,0.0,0.02,0.38
5382,Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.2,0.04,0.11,0.03,0.38
5383,NCAA Final Four 2000,PS,1999,Sports,989 Sports,0.21,0.14,0.0,0.02,0.38
5384,Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0.0,0.0,0.26,0.38
5385,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.11,0.24,0.0,0.03,0.38
5386,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive,0.25,0.1,0.0,0.03,0.38
5387,Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision,0.35,0.0,0.0,0.03,0.38
5388,Hangman,2600,1978,Puzzle,Atari,0.35,0.02,0.0,0.0,0.38
5389,Petz Rescue: Wildlife Vet,DS,2008,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38
5390,Paws & Claws: Pampered Pets,DS,2009,Simulation,THQ,0.35,0.0,0.0,0.03,0.38
5391,Guitar Hero Live,PS3,2015,Music,Activision,0.16,0.16,0.0,0.06,0.38
5392,Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.33,0.02,0.0,0.03,0.38
5393,Gravitar,2600,1983,Action,Atari,0.35,0.02,0.0,0.0,0.38
5394,FIFA 13,PC,2012,Sports,EA Sports,0.02,0.32,0.0,0.04,0.38
5395,EyeToy Play 2,PS2,2005,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38
5396,Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami,0.28,0.08,0.0,0.01,0.38
5397,Monster Jam: Path of Destruction,DS,2010,Racing,Activision,0.34,0.0,0.0,0.03,0.38
5398,WWE SmackDown vs. Raw 2011,PS2,2010,Fighting,THQ,0.24,0.07,0.0,0.07,0.38
5399,Peppa Pig: The Game,Wii,2009,Misc,Pinnacle,0.0,0.34,0.0,0.03,0.38
5400,MLB 16: The Show,PS3,2016,Sports,Sony Computer Entertainment America,0.3,0.0,0.0,0.07,0.38
5401,Puppy Palace,DS,2008,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38
5402,Harry Potter and the Prisoner of Azkaban,GC,2004,Adventure,Electronic Arts,0.29,0.08,0.0,0.01,0.38
5403,The Golden Compass,PSP,2007,Adventure,Sega,0.11,0.16,0.0,0.1,0.37
5404,NHL 15,PS3,2014,Sports,EA Sports,0.22,0.09,0.0,0.07,0.37
5405,LEGO Batman 2: DC Super Heroes,PSV,2012,Action-Adventure,Warner Bros. Interactive Entertainment,0.16,0.13,0.0,0.08,0.37
5406,Petz Rescue: Ocean Patrol,DS,2008,Adventure,Ubisoft,0.35,0.0,0.0,0.03,0.37
5407,Solaris,2600,1986,Shooter,Atari,0.35,0.02,0.0,0.0,0.37
5408,Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37
5409,Life is Strange,PS4,2016,Adventure,Square Enix,0.11,0.16,0.05,0.05,0.37
5410,NBA 2K10,Wii,2009,Sports,2K Sports,0.34,0.0,0.0,0.03,0.37
5411,Batman: Arkham City Armored Edition,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0.0,0.03,0.37
5412,EA Sports MMA,PS3,2010,Fighting,EA Sports,0.16,0.14,0.01,0.06,0.37
5413,Tobal 2,PS,1997,Fighting,Square,0.0,0.0,0.35,0.02,0.37
5414,Warriors Orochi 2,PS3,2012,Action,Tecmo Koei,0.0,0.0,0.37,0.0,0.37
5415,Tiger Woods PGA Tour 09,PS2,2008,Sports,EA Sports,0.16,0.0,0.0,0.21,0.37
5416,Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0.0,0.01,0.37
5417,Major League Baseball 2K6,X360,2006,Sports,2K Sports,0.34,0.0,0.0,0.03,0.37
5418,NBA Inside Drive 2002,XB,2002,Sports,Microsoft,0.28,0.08,0.0,0.01,0.37
5419,Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37
5420,Minecraft,3DS,2017,Misc,Nintendo,0.33,0.0,0.0,0.04,0.37
5421,Firewall: Zero Hour,PS4,2018,Shooter,Sony Interactive Entertainment,0.14,0.16,0.02,0.06,0.37
5422,Kileak: The DNA Imperative,PS,1995,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
5423,Petz: Catz 2,PS2,2007,Simulation,Ubisoft,0.18,0.14,0.0,0.05,0.37
5424,ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.31,0.03,0.0,0.03,0.37
5425,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0.0,0.0,0.37,0.0,0.37
5426,Resident Evil: Origins Collection,PS4,2016,Action-Adventure,Capcom,0.07,0.18,0.07,0.05,0.37
5427,Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision,0.33,0.02,0.0,0.02,0.37
5428,Go Vacation,NS,2018,Misc,Nintendo,0.12,0.22,0.01,0.03,0.37
5429,Kingdom Under Fire: Circle of Doom,X360,2008,Role-Playing,Microsoft,0.18,0.12,0.04,0.04,0.37
5430,"Monsters, Inc. Scream Arena",GC,2002,Platform,THQ,0.29,0.07,0.0,0.01,0.37
5431,Reel Fishing III,PS2,2003,Sports,Natsume,0.18,0.14,0.0,0.05,0.37
5432,Quake 4,X360,2005,Shooter,Activision,0.32,0.02,0.0,0.03,0.37
5433,Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,0.13,0.2,0.0,0.04,0.37
5434,Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37
5435,Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.18,0.14,0.0,0.05,0.37
5436,Skate,PS3,2007,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37
5437,Rampage: Total Destruction,PS2,2006,Action,Midway Games,0.18,0.14,0.0,0.05,0.37
5438,High Heat Major League Baseball 2003,PS2,2002,Sports,3DO,0.18,0.14,0.0,0.05,0.37
5439,Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0.0,0.0,0.37,0.0,0.37
5440,Rec Room Games,Wii,2009,Sports,Destineer,0.35,0.0,0.0,0.03,0.37
5441,Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.14,0.2,0.0,0.03,0.37
5442,Panzer Dragoon,SAT,1995,Shooter,Sega,0.0,0.0,0.37,0.0,0.37
5443,Burnout Paradise Remastered,PS4,2018,Racing,Electronic Arts,0.08,0.22,0.01,0.06,0.37
5444,Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0.0,0.05,0.37
5445,Yarudora Series Vol.1: Double Cast,PS,1998,Adventure,Sony Computer Entertainment,0.0,0.0,0.35,0.02,0.37
5446,Thief,PS3,2014,Action,Square Enix,0.1,0.19,0.03,0.06,0.37
5447,Dynasty Warriors 9,PS4,2018,Action,Tecmo Koei,0.1,0.06,0.17,0.03,0.37
5448,DiRT 2,Wii,2009,Racing,Codemasters,0.1,0.23,0.0,0.04,0.37
5449,Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,0.23,0.11,0.0,0.03,0.37
5450,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0.0,0.0,0.32,0.05,0.37
5451,Scooby-Doo! Classic Creep Capers,N64,2000,Action,THQ,0.3,0.06,0.0,0.0,0.37
5452,Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,0.3,0.06,0.0,0.0,0.37
5453,Dragonfire,2600,1982,Action,Imagic,0.35,0.02,0.0,0.0,0.37
5454,Custom Robo,GC,2004,Fighting,Nintendo,0.29,0.07,0.0,0.01,0.37
5455,Yakuza: Kiwami 2,PS4,2018,Action,Sega,0.08,0.06,0.19,0.03,0.37
5456,Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0.0,0.33,0.0,0.04,0.37
5457,Shin Megami Tensei IV: Apocalypse,3DS,2016,Role-Playing,Atlus,0.15,0.05,0.16,0.02,0.37
5458,Vampyr,PS4,2018,Role-Playing,Focus Home Interactive,0.12,0.19,0.0,0.06,0.37
5459,Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0.0,0.11,0.37
5460,Defiance,PS3,2013,Action,Trion Worlds,0.19,0.12,0.0,0.06,0.37
5461,Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
5462,Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0.0,0.05,0.37
5463,Virtua Tennis 2009,Wii,2009,Sports,Sega,0.12,0.21,0.0,0.04,0.37
5464,Pac-Man World 2,GC,2002,Platform,Namco,0.28,0.07,0.0,0.01,0.37
5465,Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai,0.0,0.0,0.37,0.0,0.37
5466,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37
5467,Overlord: Dark Legend,Wii,2009,Adventure,Codemasters,0.11,0.22,0.0,0.04,0.37
5468,WWE 2K17,PS3,2016,Sports,2K Games,0.11,0.19,0.0,0.06,0.37
5469,Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0.0,0.0,0.03,0.37
5470,The BIGS,Wii,2007,Sports,2K Sports,0.34,0.0,0.0,0.03,0.37
5471,Barbie Horse Adventures: Blue Ribbon Race,GBA,2003,Sports,Knowledge Adventure,0.26,0.1,0.0,0.01,0.37
5472,The Legend of Spyro: A New Beginning,DS,2006,Platform,Sierra Entertainment,0.33,0.01,0.0,0.03,0.37
5473,Rune Factory: Frontier,Wii,2009,Role-Playing,Xseed Games,0.16,0.13,0.04,0.03,0.37
5474,Dawn of Discovery,PC,2009,Simulation,Ubisoft,0.0,0.32,0.0,0.05,0.37
5475,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,Adventure,Square Enix,0.0,0.0,0.36,0.01,0.37
5476,The Legend of Spyro: The Eternal Night,DS,2007,Platform,Sierra Entertainment,0.32,0.02,0.0,0.03,0.37
5477,Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.05,0.37
5478,Harry Potter and the Order of the Phoenix,PSP,2007,Adventure,Electronic Arts,0.1,0.17,0.0,0.1,0.37
5479,NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
5480,Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37
5481,Sonic Lost World,WiiU,2013,Platform,Sega,0.2,0.13,0.01,0.03,0.37
5482,FIFA Street 2,PS2,2006,Sports,EA Sports BIG,0.17,0.13,0.02,0.04,0.37
5483,Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.16,0.17,0.0,0.04,0.37
5484,Fragile Dreams: Farewell Ruins of the Moon,Wii,2010,Role-Playing,Xseed Games,0.16,0.12,0.06,0.03,0.37
5485,Naruto Shippuden: Ninja Destiny 2,DS,2009,Fighting,Tomy Corporation,0.19,0.03,0.13,0.02,0.37
5486,The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega,0.15,0.16,0.0,0.05,0.37
5487,Bottom of the 9th,N64,1999,Sports,Konami,0.37,0.0,0.0,0.0,0.37
5488,Elite Beat Agents,DS,2006,Misc,Nintendo,0.3,0.03,0.0,0.03,0.37
5489,Dreamworks Madagascar Kartz,DS,2009,Racing,Activision,0.25,0.08,0.0,0.03,0.37
5490,Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37
5491,Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,0.21,0.12,0.0,0.03,0.37
5492,Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive,0.17,0.15,0.0,0.04,0.37
5493,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco,0.09,0.07,0.18,0.02,0.37
5494,Virtua Fighter 3tb,DC,1999,Fighting,Sega,0.0,0.0,0.37,0.0,0.37
5495,Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.0,0.37
5496,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37
5497,Castlevania: Order of Ecclesia,DS,2008,Platform,Konami,0.27,0.03,0.04,0.03,0.37
5498,Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.12,0.0,0.03,0.37
5499,"999: Nine Hours, Nine Persons, Nine Doors",DS,2010,Adventure,Aksys Games,0.31,0.0,0.03,0.02,0.37
5500,NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
5501,The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37
5502,Destiny 2: Forsaken,PS4,2018,Shooter,Activision,0.19,0.11,0.0,0.06,0.36
5503,SAW,PS3,2009,Action,Konami,0.13,0.17,0.0,0.06,0.36
5504,NBA Live 2003,XB,2002,Sports,EA Sports,0.31,0.04,0.0,0.01,0.36
5505,GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36
5506,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0.0,0.34,0.0,0.03,0.36
5507,ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.13,0.0,0.03,0.36
5508,Zero4 Champ RR,SNES,1994,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36
5509,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.33,0.0,0.0,0.03,0.36
5510,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Atari,0.08,0.06,0.21,0.02,0.36
5511,Okami HD,PS4,2017,Action,Capcom,0.16,0.12,0.03,0.06,0.36
5512,Need for Speed: The Run,PC,2011,Racing,Electronic Arts,0.09,0.21,0.0,0.07,0.36
5513,Bionic Commando,PS3,2009,Adventure,Capcom,0.12,0.17,0.01,0.06,0.36
5514,Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf,0.0,0.0,0.36,0.0,0.36
5515,ESPN X Games Skateboarding,PS2,2001,Sports,Konami,0.18,0.14,0.0,0.05,0.36
5516,Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai,0.12,0.02,0.21,0.01,0.36
5517,Tekken Hybrid,PS3,2011,Fighting,Namco,0.21,0.07,0.04,0.04,0.36
5518,Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36
5519,Yuu Yuu Hakusho,SNES,1993,Fighting,Namco,0.0,0.0,0.36,0.0,0.36
5520,Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36
5521,Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft,0.0,0.0,0.36,0.0,0.36
5522,High Heat Major League Baseball 2004,PS2,2003,Sports,3DO,0.18,0.14,0.0,0.05,0.36
5523,Robots,PS2,2005,Adventure,VU Games,0.18,0.14,0.0,0.05,0.36
5524,NARC,PS2,2005,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36
5525,One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai,0.0,0.0,0.36,0.0,0.36
5526,Sniper: Ghost Warrior 3,PS4,2017,Shooter,City Interactive,0.14,0.15,0.03,0.06,0.36
5527,My Horse & Me,DS,2008,Sports,Atari,0.33,0.0,0.0,0.03,0.36
5528,Monster Rancher 3,PS2,2001,Simulation,Tecmo,0.11,0.09,0.14,0.03,0.36
5529,The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0.0,0.05,0.36
5530,Taiko no Tatsujin: Drum 'n' Fun!,NS,2018,Music,Bandai Namco Games,0.0,0.08,0.27,0.01,0.36
5531,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0.0,0.02,0.36
5532,Marvel Super Hero Squad,Wii,2009,Adventure,THQ,0.3,0.03,0.0,0.03,0.36
5533,The Chronicles of Narnia: Prince Caspian,Wii,2008,Adventure,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36
5534,Hamtaro: Ham-Ham Heartbreak,GBA,2003,Action,Nintendo,0.26,0.1,0.0,0.01,0.36
5535,Left 4 Dead 2,PC,2009,Shooter,Valve,0.0,0.32,0.0,0.04,0.36
5536,Just Dance 2016,X360,2015,Music,Ubisoft,0.26,0.06,0.0,0.04,0.36
5537,LocoRoco 2,PSP,2009,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
5538,Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36
5539,Mobile Suit Z-Gundam,PS,1997,Action,Bandai,0.0,0.0,0.34,0.02,0.36
5540,Cubix Robots for Everyone: Clash 'n' Bash,GBA,2002,Action,10TACLE Studios,0.26,0.1,0.0,0.01,0.36
5541,Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36
5542,BlazBlue: Calamity Trigger,X360,2009,Fighting,Aksys Games,0.21,0.08,0.04,0.03,0.36
5543,The Wonderful 101,WiiU,2013,Action,Nintendo,0.15,0.11,0.08,0.02,0.36
5544,Fist of The North Star: Lost Paradise,PS4,2018,Action,Sega,0.09,0.05,0.18,0.03,0.36
5545,Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36
5546,Big Bass World Championship,PS,1997,Sports,Hot-B,0.2,0.14,0.0,0.02,0.36
5547,NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36
5548,NBA 2K6,XB,2005,Action,2K Sports,0.27,0.08,0.0,0.01,0.36
5549,Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0.0,0.01,0.36
5550,Mystical Ninja starring Goemon,N64,1998,Action,Konami,0.07,0.02,0.23,0.04,0.36
5551,Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ,0.29,0.06,0.0,0.0,0.36
5552,Tetrisphere,N64,1997,Puzzle,Nintendo,0.29,0.06,0.0,0.0,0.36
5553,Toukiden,PSV,2014,Action,Tecmo Koei,0.04,0.05,0.25,0.03,0.36
5554,TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36
5555,Assassin's Creed III,WiiU,2012,Action-Adventure,Ubisoft,0.19,0.14,0.0,0.03,0.36
5556,North American Hunting Extravaganza,Wii,2008,Sports,Destineer,0.33,0.0,0.0,0.03,0.36
5557,World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0.0,0.02,0.36
5558,Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,0.26,0.1,0.0,0.01,0.36
5559,Tiger Woods PGA Tour 09,PSP,2008,Sports,EA Sports,0.07,0.19,0.0,0.1,0.36
5560,Nintendo Labo: Toy-Con 02 Robot Kit,NS,2018,Action,Nintendo,0.18,0.08,0.08,0.03,0.36
5561,MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36
5562,Hamster Club 3,GBA,2002,Simulation,Jorudan,0.0,0.0,0.35,0.01,0.36
5563,Breath of Fire II,SNES,1995,Role-Playing,Capcom,0.0,0.0,0.36,0.0,0.36
5564,LEGO Racers,PS,1999,Racing,LEGO Media,0.2,0.14,0.0,0.02,0.36
5565,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.09,0.0,0.03,0.36
5566,ESPN NFL Football,XB,2003,Sports,Sega,0.27,0.08,0.0,0.01,0.36
5567,Naruto: Ultimate Ninja 3,PS2,2008,Fighting,Namco Bandai,0.0,0.0,0.36,0.0,0.36
5568,ATV/Monster Truck Mayhem,DS,2007,Racing,"Destination Software, Inc",0.33,0.0,0.0,0.02,0.36
5569,Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.,0.33,0.0,0.0,0.03,0.36
5570,Rapala Pro Fishing,PS2,2004,Sports,Activision,0.18,0.14,0.0,0.05,0.36
5571,Tiger Woods PGA Tour 14,X360,2013,Sports,EA Sports,0.21,0.12,0.0,0.03,0.36
5572,J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,0.0,0.0,0.36,0.0,0.36
5573,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
5574,Disney's The Haunted Mansion,PS2,2003,Platform,TDK Mediactive,0.18,0.14,0.0,0.05,0.36
5575,Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36
5576,Dance Dance Revolution 3rdMix,PS,2000,Simulation,Konami,0.0,0.0,0.33,0.02,0.36
5577,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
5578,Yakuza Kenzan!,PS3,2008,Adventure,Sega,0.0,0.0,0.36,0.0,0.36
5579,Super Robot Taisen A,GBA,2001,Strategy,Banpresto,0.0,0.0,0.35,0.01,0.36
5580,Earth Defense Force 2025,PS3,2014,Shooter,D3Publisher,0.04,0.03,0.27,0.01,0.36
5581,Mega Man 11,NS,2018,Platform,Capcom,0.29,0.0,0.03,0.03,0.36
5582,LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,0.12,0.15,0.0,0.08,0.36
5583,G-Force,PSP,2009,Action,Disney Interactive Studios,0.24,0.07,0.0,0.05,0.36
5584,Boxer's Road,PS,1995,Fighting,New,0.0,0.0,0.33,0.02,0.36
5585,Frogs And Flies,2600,1982,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36
5586,Harry Potter and the Chamber of Secrets,XB,2002,Adventure,Electronic Arts,0.27,0.08,0.0,0.01,0.36
5587,Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai,0.0,0.0,0.36,0.0,0.36
5588,South Park Rally,PS,1999,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36
5589,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami,0.0,0.0,0.36,0.0,0.36
5590,SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0.0,0.03,0.36
5591,Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36
5592,NHL 2K10,PS2,2009,Sports,2K Sports,0.17,0.14,0.0,0.05,0.36
5593,Wonder Pets! Save the Animals!,DS,2008,Adventure,2K Play,0.33,0.0,0.0,0.02,0.36
5594,Kinectimals: Now with Bears!,X360,2011,Simulation,Microsoft Studios,0.27,0.06,0.0,0.03,0.36
5595,Harvest Moon: The Tale of Two Towns,3DS,2011,Simulation,Natsume,0.28,0.0,0.05,0.02,0.36
5596,J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.36,0.0,0.36
5597,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.19,0.11,0.0,0.06,0.36
5598,Formula 1 Championship Edition,PS,1997,Racing,Sony Computer Entertainment,0.06,0.04,0.23,0.02,0.36
5599,Trauma Center: Under the Knife,DS,2005,Simulation,Atlus,0.3,0.01,0.02,0.03,0.36
5600,Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36
5601,Hello Neighbor,PS4,2018,Action,Gearbox Software,0.13,0.16,0.0,0.06,0.35
5602,Football Manager Handheld 2010,PSP,2009,Sports,Sega,0.0,0.27,0.0,0.09,0.35
5603,Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0.0,0.05,0.35
5604,NBA 2K17,X360,2016,Sports,2K Sports,0.26,0.06,0.0,0.04,0.35
5605,Blasto,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35
5606,U-Sing,Wii,2009,Misc,Mindscape,0.0,0.32,0.0,0.03,0.35
5607,Backyard Baseball 2006,GBA,2005,Sports,Atari,0.25,0.09,0.0,0.01,0.35
5608,The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.03,0.3,0.0,0.02,0.35
5609,Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft,0.33,0.0,0.0,0.03,0.35
5610,Disney Infinity,3DS,2013,Action-Adventure,Disney Interactive Studios,0.22,0.11,0.0,0.03,0.35
5611,Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.2,0.11,0.0,0.05,0.35
5612,Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Activision,0.17,0.14,0.0,0.05,0.35
5613,Nicktoons: Unite!,GC,2005,Adventure,THQ,0.27,0.07,0.0,0.01,0.35
5614,Suikoden V,PS2,2006,Role-Playing,Konami,0.08,0.06,0.19,0.02,0.35
5615,Picross 2,GB,1996,Puzzle,Nintendo,0.0,0.0,0.35,0.0,0.35
5616,Metro: Last Light,X360,2013,Shooter,Deep Silver,0.17,0.15,0.0,0.03,0.35
5617,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,NIS America,0.15,0.08,0.07,0.05,0.35
5618,Outlaw Golf 2,PS2,2004,Sports,Global Star Software,0.17,0.14,0.0,0.05,0.35
5619,Momotarou Dentetsu 12,PS2,2003,Misc,Hudson Soft,0.0,0.0,0.35,0.0,0.35
5620,Skylanders SWAP Force,XOne,2013,Misc,Activision,0.25,0.07,0.0,0.03,0.35
5621,Worms: Open Warfare 2,DS,2007,Strategy,THQ,0.07,0.24,0.0,0.04,0.35
5622,Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.22,0.09,0.01,0.03,0.35
5623,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.13,0.03,0.17,0.02,0.35
5624,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35
5625,Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision,0.25,0.09,0.0,0.01,0.35
5626,Cabela's Dangerous Hunts,XB,2003,Sports,Activision,0.26,0.08,0.0,0.01,0.35
5627,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.35
5628,Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami,0.0,0.0,0.35,0.0,0.35
5629,NHL 2K10,Wii,2009,Sports,2K Sports,0.32,0.01,0.0,0.03,0.35
5630,Mega Man X3,SNES,1995,Platform,Capcom,0.04,0.01,0.3,0.0,0.35
5631,Stunt Race FX,SNES,1994,Racing,Nintendo,0.0,0.0,0.35,0.0,0.35
5632,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts,0.14,0.16,0.0,0.06,0.35
5633,Bloody Roar 3,PS2,2001,Fighting,Activision,0.15,0.11,0.05,0.04,0.35
